date,mean_temp_nationwide,min_temp_nationwide,max_temp_nationwide,mean_precipitation_mm_nationwide,min_precipitation_mm_nationwide,max_precipitation_mm_nationwide,mean_sun_hours_nationwide,min_sun_hours_nationwide,max_sun_hours_nationwide
2022-07-18,22.9,20.4,25.5,0,0,0,13.088888888888889,8.9,15
2022-07-19,26.78,24.9,28.6,0,0,0,14.755555555555556,13.9,15
2022-07-20,27.44,24.6,30,3.99,0,10.4,12.577777777777778,9.6,14.8
2022-07-21,21.6,18.6,24.8,2.09,0,8.2,4.777777777777778,0.9,10.1
2022-07-22,20.96,16.8,25.1,1.15,0,4.2,7.733333333333333,0.1,14.3
2022-07-25,25.35,23,27.3,5,0,22.5,9.822222222222223,5.8,14
2022-07-26,20.01,16.8,22.6,0.81,0,2.7,4.988888888888889,2.5,8.7
2022-07-27,17.82,15.1,20.9,0,0,0,7.088888888888889,3.9,10.9
2022-07-28,19.13,14.9,21.9,0.33999999999999997,0,2,10.744444444444444,5,14.6
2022-07-29,20.78,18.5,23,1.18,0,6,6.544444444444444,3.2,9.1
2022-08-01,20.900000000000002,17.6,23.8,1.74,0,13.2,5.788888888888889,1.5,9.7
2022-08-02,21.58,18.4,24,0,0,0,11.444444444444445,9.8,13.1
2022-08-03,25.44,24.3,27,0,0,0,14.133333333333333,13.5,14.6
2022-08-04,27.009999999999998,23.8,29.7,2.49,0,7.4,11.588888888888889,7.1,14.5
2022-08-05,21.85,16.4,25.8,4,0,25,6.7,1.8,12.5
2022-08-08,20.06,17,23.3,0,0,0,11.866666666666667,5.8,14.2
2022-08-09,21.34,18.2,24.6,0,0,0,12.422222222222222,8.2,14.6
2022-08-10,22.17,20.1,25,0,0,0,13.455555555555556,9.8,14.6
2022-08-11,22.92,20.6,25.1,0,0,0,13.777777777777779,13.2,14.5
2022-08-12,22.69,19.2,24.7,0,0,0,13.2,11.7,14.4
2022-08-15,22.77,21.3,24,3.311111111111111,0,20.4,5.233333333333333,1.1,10.2
2022-08-16,23.08,21.2,24.3,0,0,0,9.5,4.9,12.5
2022-08-17,23.4,21.4,26.3,0.54,0,2.2,7.555555555555555,2.8,11.6
2022-08-18,21.8,19.5,25.7,1.73,0,12.9,5.111111111111112,2.5,6.7
2022-08-19,20.44,18.5,24.4,7.56,0,27.2,3.4666666666666663,0.1,11.2
2022-08-22,20.14,16.8,23.9,0.52,0,5.2,7.333333333333333,0.7,12.7
2022-08-23,21.48,17.8,24.7,0,0,0,10.044444444444444,0.1,13.3
2022-08-24,22.6,19.4,25.5,0,0,0,11.077777777777778,5.1,13.2
2022-08-25,23.27,21.5,25.8,0,0,0,10.333333333333334,6,12.9
2022-08-26,21.86,20.3,24.8,6.4,0,19.6,4.877777777777777,0,8.2
2022-08-29,18.31,16.8,20.5,0,0,0,9.088888888888889,3.4,12.7
2022-08-30,19.41,16.6,22.5,1.88,0,11.7,8.811111111111112,5.3,12.4
2022-08-31,17.89,15.9,20.6,0.73,0,3.7,5.4111111111111105,0.1,12.7
2022-09-01,17.61,15.4,20.1,0,0,0,8.722222222222221,3.3,12.2
2022-09-02,17.85,15.7,20.7,0,0,0,9.977777777777778,5.4,12.6
2022-09-05,20.59,18.5,23.7,0.1,0,0.5,9.355555555555556,4.1,12.4
2022-09-06,20.3,17.3,24,2.62,0,11.3,7.066666666666666,2,11.9
2022-09-07,20.14,18,21.8,3.09,0,10.9,6.644444444444444,3.4,8.3
2022-09-08,17.21,14.6,18.7,8.209999999999999,0.4,23.2,2.7,0,5.5
2022-09-09,16.64,15.3,17.6,4.15,0,15.6,4.366666666666666,1.6,7.5
2022-09-12,16.52,14.8,18.7,0.31,0,1.9,8.8625,3.2,12.4
2022-09-13,17.72,15.3,20.5,6.57,0,20.1,5.675,1.8,8.8
2022-09-14,16.69,14.2,20.5,10.54,0,27.9,1.675,0,4.1
2022-09-15,15.049999999999999,13.2,17.4,2.18,0,9.1,1.9000000000000001,0.4,5.4
2022-09-16,12.65,11.7,13.8,6.25,0.3,21.3,3.8,0,6.6
2022-09-19,10.82,9.5,12.1,4.62,0.1,14.4,3.475,0.9,7.7
2022-09-20,10.69,9.4,12.5,1.13,0,5.5,4.8875,3,10.2
2022-09-21,10.16,8.1,12.2,0.03,0,0.3,9.275,4.1,11.2
2022-09-22,10.75,8.6,12.5,0,0,0,10.2125,7.6,11.9
2022-09-23,11.81,10.1,13.9,0.4,0,4,7.05,3.8,11.1
2022-09-26,11.59,10.2,13.6,7.01,0.7,17.1,2.3,0,6.7
2022-09-27,10.01,9.4,11.2,6.5,1.3,11.4,1.075,0,2.7
2022-09-28,9.03,7.8,10.5,2.12,0,10.2,1.7625,0,4.7
2022-09-29,8.91,7.5,9.8,0.57,0,3.8,4.2375,0,9.9
2022-09-30,10.26,7.5,11.4,2.83,0,9.5,7.3125,2.1,10.1
2022-10-04,11.8,9.3,13.6,0,0,0,7.7250000000000005,4.2,9.3
2022-10-05,14.53,12.4,16.1,0.1,0,0.6,6.475,0,11
2022-10-06,13.73,12.5,14.9,0.02,0,0.2,8.0125,2.5,10.3
2022-10-07,12.040000000000001,10.8,14.1,0.04,0,0.4,8.2125,3.9,10.4
2022-10-10,12.22,10.1,14.1,1.28,0,7.8,5.5625,2.8,7.4
2022-10-11,10.76,8.2,13.9,0,0,0,5,0.4,8.8
2022-10-12,10.34,8.8,12.4,0,0,0,6.55,0,10.3
2022-10-13,11.86,10.6,13.1,1.51,0,8.8,1.2874999999999999,0,4.6
2022-10-14,13.55,12.3,14.1,5.45,0.1,14.9,1.0375,0,4.3
2022-10-17,16.54,14.8,18,4.859999999999999,0,14.2,5.8625,1.3,10
2022-10-18,14.51,13.2,16.4,2.18,0,10.7,3.55,0.1,6.6
2022-10-19,11.26,9.3,14.2,0.01,0,0.1,4.2375,0,8.9
2022-10-20,10.83,8.6,13.4,1.98,0,5.8,4.2625,0,9.3
2022-10-21,13.61,10.8,15.6,4.33,0.1,11.4,1.8875,0.1,4.3
2022-10-24,15.19,14.1,16,2.77,0,8.7,1.5875,0,4.6
2022-10-25,13.34,12.2,13.8,0.31,0,1.1,4.7,1,9.4
2022-10-26,13.71,11.8,15.9,0.06999999999999999,0,0.3,4.95,1.4,8.1
2022-10-27,14.9,13.2,17.8,0.030000000000000002,0,0.2,7.2749999999999995,2.8,9.7
2022-10-28,16.73,14.5,19.4,0,0,0,4.9875,1.9,7.7
2022-11-01,13.42,12.2,14.8,0.09999999999999999,0,0.7,4.1375,1.1,8
2022-11-02,10.92,8.9,12.8,0.01,0,0.1,5.35,2.9,7.1
2022-11-03,9.7,7.8,12,1.68,0,5.1,3.025,0.2,7.3
2022-11-04,9.53,7.9,10.5,4.75,0,21.1,1.25,0,4.2
2022-11-07,11.37,9.9,12.7,0.03,0,0.3,2.375,0.1,7.7
2022-11-08,11.51,8.4,14,0.98,0,5.8,4.5625,0.9,8.2
2022-11-09,12.09,10.1,13.6,1.9,0,7.9,2.775,0.3,4.6
2022-11-10,10.45,8.6,12.1,0,0,0,5.1625,0.3,8.8
2022-11-11,8.29,5.5,11,0,0,0,5.225,0,7.8
2022-11-14,6.79,5.5,8.6,0.49,0,4.5,3.9,0.1,8.1
2022-11-15,9.42,7.3,12.5,3.85,0,17,4.65,0.8,8.2
2022-11-16,8.29,5.7,11.4,3.25,0,8.5,2.1875,0,6
2022-11-17,7.46,3.9,11,8.19,0.5,18,0.8875,0,2.8
2022-11-18,4.89,-1.2,9,3.17,0,8.1,0.7374999999999999,0,3.3
2022-11-21,2.87,-1.8,6.9,0.81,0,2.6,3.5,0,5.7
2022-11-22,4.28,-0.1,7.2,0.58,0,2.8,1.45,0,3.4
2022-11-23,5.81,2.7,8.6,2.12,0,5,3.3375,0.5,7.7
2022-11-24,6.09,2.3,8.8,1.02,0,2.8,2.15,0,4.9
2022-11-25,5.97,3.7,8.8,1.81,0.2,5.6,2.8625,0,6
2022-11-28,4.92,3.6,7.2,2.86,0,6.5,0,0,0
2022-11-29,5.47,3.9,7.5,1.23,0,5.1,0,0,0
2022-11-30,4.4,2.3,7,0.14,0,1.1,0.775,0,6.2
2022-12-01,3.02,-0.6,5.5,0.16,0,0.6,0.2875,0,1.5
2022-12-02,1.79,-0.3,2.9,0.64,0,2,0,0,0
2022-12-05,3.03,1.3,5.2,2.83,0,11.2,0.175,0,1.4
2022-12-06,2.9,2.2,4,0.45,0,1.1,0.175,0,0.7
2022-12-07,2.9699999999999998,1.8,4.7,0.9600000000000001,0,2.7,0.65,0,2.1
2022-12-08,1.96,0,3.6,0.97,0,4.4,1.55,0,6
2022-12-09,-0.029999999999999985,-1.7,1.8,0.18,0,1.7,0.9,0,3.7
2022-12-12,-2.94,-5.3,-0.6,0.16999999999999998,0,1.7,4.7375,0,6.9
2022-12-13,-4.640000000000001,-7.4,-2.2,0,0,0,4.925,0.1,7.2
2022-12-15,-4.33,-7,-1.4,0.75,0,4.8,2.4,0,6.6
2022-12-16,-3.88,-7.1,-1.8,0.49,0,4.1,1.3,0,6.3
2022-12-19,1.3,-1.5,5.5,2.49,0,6.5,0.1875,0,0.7
2022-12-20,5.89,1.6,10.4,4.34,0,8.4,0.1625,0,0.9
2022-12-21,7.16,2.9,9.5,3.87,0.1,10.9,0.6125,0,2
2022-12-22,8.48,6.9,10,5.27,2.7,15.2,1.2875,0.1,2.8
2022-12-23,8.9,5.7,10.9,10.61,3.9,18.4,0,0,0
2022-12-27,4.1,2.9,5.1,0.49,0,3.1,4.1,0.6,6.9
2023-01-03,6.3,4.9,7.7,1.4,0,4.5,3.25,0,5.8
2023-01-04,8.379999999999999,6.3,11.1,5.78,0.1,18.1,0.3875,0,3
2023-01-05,9.51,7.5,10.8,1.44,0.1,3.9,1.175,0,4.5
2023-01-06,8.91,7,10.8,0.5800000000000001,0,2.7,1.4625,0,5.9
2023-01-09,6.29,5.4,7.5,0.84,0,2.3,0.6125,0,2.2
2023-01-10,5.35,3.4,6.3,2.7600000000000002,0,9.8,1.0375,0,2.2
2023-01-11,7.67,6,9.4,4.33,0.3,8.5,0.9125,0,2.2
2023-01-12,8.68,6.6,10.1,6.16,0,15.8,0.125,0,0.7
2023-01-13,8.33,7.7,9.2,2.6,0.2,7.6,0.8875000000000001,0,2.1
2023-01-16,4.24,3,5.1,1.78,0,5.8,2.3125,0,6.2
2023-01-17,2.06,1.3,2.9,0.82,0,4.6,4.55,2.9,6.4
2023-01-18,-0.17999999999999997,-1.4,1,0.72,0,4.8,3.0875,0,6.5
2023-01-19,-0.08999999999999998,-2,2.1,0.77,0,5.8,1.9625000000000001,0.1,7.7
2023-01-20,1.6653345369377347e-17,-1.4,0.9,0.55,0,2.6,0.75,0,2.5
2023-01-23,1.4000000000000001,-1.3,2.9,0.02,0,0.2,0.225,0,1.8
2023-01-24,1.5,0.1,2.1,0,0,0,0,0,0
2023-01-25,-0.009999999999999998,-1.3,1,0.02,0,0.2,0,0,0
2023-01-26,-0.31,-1.4,1.6,0.15,0,0.7,0,0,0
2023-01-27,1.2,-1.5,3.9,0.06,0,0.3,0.2625,0,1.4
2023-01-30,3.36,0.4,5.8,1.58,0,4.9,0.9625,0.1,2.1
2023-01-31,4.05,2.6,5.5,2.5,0,13.9,0.7,0,2.8
2023-02-01,5.19,3.9,6.9,3.58,0,8.6,0.275,0,1.3
2023-02-02,5.38,2.8,7.8,5.57,0.3,24.3,0.925,0,4.7
2023-02-03,6.97,5.2,9.1,3.11,0.2,7.8,0.1625,0,1.1
2023-02-06,-0.009999999999999998,-3.7,3.6,0.13,0,0.8,1.725,0,3.7
2023-02-07,-1.57,-4.7,1.2,0,0,0,8.775,7.6,9.4
2023-02-08,-1.21,-3.2,1,0,0,0,8.9875,8.2,9.5
2023-02-09,-0.6900000000000001,-3.6,1.8,0.01,0,0.1,7.35,3.2,9.4
2023-02-10,1.6500000000000001,-3,4.7,0,0,0,5.0875,0.1,9.3
2023-02-13,5.43,1,9.3,0,0,0,4.1125,0,9.6
2023-02-14,3.81,0.4,7.1,0,0,0,6.3125,0.7,9.6
2023-02-15,2.78,-0.1,6.2,0,0,0,7.3125,3.4,9.5
2023-02-16,5.46,2.9,7.6,0.62,0,2.6,4.325,0,8.9
2023-02-17,10.459999999999999,9.1,12.4,1.06,0,4.6,0.5,0,1.7
2023-02-20,8.2,6.8,9.5,1.09,0,10.3,4.425,0,9.8
2023-02-21,8.5,7,9.7,0.22,0,1.6,3.7375,0,10.2
2023-02-22,8.05,6.8,8.8,1.1,0,5,3.925,0.1,7.7
2023-02-23,7.82,5.9,10,1.01,0.1,5.1,0.1125,0,0.6
2023-02-24,5.35,3.6,7.7,4.75,0.1,21.8,0.35000000000000003,0,1.1
2023-02-27,-0.06999999999999999,-1.8,1.3,0.01,0,0.1,5.8375,0.6,9.6
2023-02-28,0.75,-1,2.5,0,0,0,8.025,4.1,10.4
2023-03-01,1.57,-0.5,2.7,0,0,0,8.7125,5.8,10.4
2023-03-02,2.59,0.1,5.3,0,0,0,7.05,0,10.5
2023-03-03,2.04,-1.4,3.9,0,0,0,3.2125,0,9.4
2023-03-06,2.43,0.8,4.2,0.98,0,2.8,1.5875,0,5.8
2023-03-07,3.07,1.5,4.8,3.12,0,12.3,2.425,0,9.5
2023-03-08,2.81,0.7,7.4,10.719999999999999,0,33.9,0.4,0,1.5
2023-03-09,5.85,0.6,10.7,4.35,0,12.7,1.725,0,5.4
2023-03-10,6.22,0.6,9.3,6.67,0.6,12.6,1.325,0,3.9
2023-03-13,11.99,10.8,13.4,8.37,2.7,26.4,2.9625,0.2,6.9
2023-03-14,7.9399999999999995,6.4,9.1,5.03,0.8,10.1,1.2125,0.1,3
2023-03-15,2.69,1.4,4.3,0.47,0,1.9,5.3,3.5,8.6
2023-03-16,4.68,1.9,7.5,0,0,0,7.35,3.7,10.9
2023-03-17,9.629999999999999,7.9,12.2,0.44,0,3.4,7.65,5.5,9.8
2023-03-20,9.32,8.1,10.6,0.18,0,1.3,0.4875,0,2.3
2023-03-21,10.09,9,11.1,1.46,0,3.7,2.35,0,8
2023-03-22,12.05,11.1,13.5,0.95,0,4.3,4.514285714285714,0.4,11.3
2023-03-23,12.9,11.1,14.3,3.9099999999999997,0.1,17.2,1.1285714285714286,0.1,3
2023-03-24,12.129999999999999,11.3,13.1,3.45,1.1,6.9,2.9,0.1,4.9
2023-03-27,3.25,2.4,4.7,1.36,0.1,3.2,5.671428571428572,2.2,7.8
2023-03-28,3.86,2.4,5.6,0.26,0,1.1,7,4.5,10
2023-03-29,8.79,5.3,10.8,1.13,0,8.5,0.7,0,2.5
2023-03-30,12.23,10.9,13.6,6.15,1.2,13.2,2.75,1.5,4.5
2023-03-31,10.7,9.8,11.7,6.48,2.9,10.3,1.625,0,4.8
2023-04-03,3.21,0.9,5,0,0,0,7.2250000000000005,1.3,12.3
2023-04-04,2.67,0.9,4.4,0,0,0,10.025,7.9,12.3
2023-04-05,3.9299999999999997,2.2,5.5,0,0,0,10.375,6.3,12.3
2023-04-11,9.3,7.3,11.4,2.68,0.1,4.3,4.2625,1.3,6.1
2023-04-13,8.05,6.5,9.6,2.73,0,9.5,3.4875000000000003,1.3,5.5
2023-04-14,7.8,5.6,9.2,4.859999999999999,0,22.4,6.6,0,11.9
2023-04-17,9.33,7.1,11.6,0.54,0,2,4.225,0,11
2023-04-18,9.08,7,10.6,0.04,0,0.3,3.2625,0,7.4
2023-04-19,8.76,6,11.8,2.64,0,12.8,7.3500000000000005,0,13
2023-04-20,7.18,4.5,10,3.46,0,11.5,2.15,0,4.6
2023-04-21,12.34,9.9,14.5,0.2,0,0.8,9.85,4.7,13.1
2023-04-24,10.41,9,12.9,3.9499999999999997,0,10.1,2.7,0,4.2
2023-04-25,7.319999999999999,6.2,8.7,1.34,0,5.8,3.5749999999999997,0.7,5.8
2023-04-26,6.49,5.2,8,0.01,0,0.1,6.575,3.3,10.2
2023-04-27,8.85,6.1,11.7,0.29,0,1.2,7.6375,4.5,9.8
2023-04-28,11.4,9,13.7,6.28,0.7,29.4,1.45,0,5.1
2023-04-30,11.17,7.8,14.1,0,0,0,9.775,4,13.5
2023-05-03,10.18,7.7,12.2,0,0,0,10.375,6.8,13.6
2023-05-04,13.49,9.9,15.7,0,0,0,12.5125,10.9,13.3
2023-05-05,14.76,11.2,17.4,6.38,0.5,13.9,5.2125,2.1,9.2
2023-05-08,13.98,11,16.8,1.11,0,11,7.285714285714286,2,14.1
2023-05-09,15.360000000000001,13.3,16.3,9.030000000000001,0,31.6,8.685714285714285,0.8,14.4
2023-05-10,13.83,11.9,15.9,4.66,0,20.3,2.5125,0.1,10.9
2023-05-11,13.02,9,17.1,7.58,0,18.2,1.625,0,8.9
2023-05-12,14.39,10.7,16.9,0.27,0,1.1,3.7375,0,9.2
2023-05-15,13.58,11.8,14.3,1.23,0,5.4,6.875,2,13.3
2023-05-16,10.92,10.2,12.1,1.46,0,12.1,4.1625,0,7.3
2023-05-17,9.83,8.8,11.5,0,0,0,7.1125,2,10.5
2023-05-19,13.12,12,14.6,0,0,0,7.75,2.6,14.6
2023-05-22,19.57,17.4,21.7,1.72,0,9,8.4125,2.8,14
2023-05-23,14.85,12.1,17.4,0.47000000000000003,0,2.2,2.75,1,4.5
2023-05-24,11.35,9.8,12.9,0.02,0,0.2,3.3625,0.1,6.1
2023-05-25,13.69,11.7,15.3,0,0,0,11.2125,4.5,14.7
2023-05-26,14.57,11.1,17.4,0,0,0,12.6875,10.7,14.6
2023-05-30,15.74,12,17.9,0,0,0,10.8875,0.2,15
2023-05-31,17.65,14.1,19.8,0,0,0,14.8875,14,15.2
2023-06-01,16.65,11.9,20.2,0,0,0,10.825,0.2,14.9
2023-06-02,15.15,13.3,19.1,0,0,0,10.925,5.4,15.1
2023-06-05,18.19,16.1,20.1,0.63,0,6.3,12.575,7,15
2023-06-06,17.8,14.9,20.4,0.37,0,3.5,10.0625,0,15.6
2023-06-07,18.46,15.9,23.1,1.05,0,8.3,9.7,3,14.8
2023-06-08,19.21,17.5,23.2,7.2299999999999995,0,57.4,10.3125,5.3,13.4
2023-06-09,20.84,18.7,22.7,0.01,0,0.1,13.2875,8,15.6
2023-06-12,21.28,19.2,24.1,0,0,0,14.6625,12.5,15.4
2023-06-13,19.38,16.3,22,0,0,0,14.5,7.9,15.8
2023-06-14,18.54,15.6,20.2,0,0,0,12.875,8.6,15.5
2023-06-15,18.89,17,20.9,0.39,0,3.9,10.4625,6.8,14.1
2023-06-16,18.29,14.6,21.9,0.5111111111111111,0,4,9.9125,4.5,14.3
2023-06-19,23.27,21.9,24.8,0.78,0,3.5,7.2625,3.9,10
2023-06-20,23.63,21.5,24.9,6.6875,0,38.4,8.5625,4.9,12.2
2023-06-21,22.75,20.7,24.8,0.5,0,3.5,9.575,6.2,12
2023-06-22,22.85,20.2,24.9,25.18,1,58.2,7.325,1.1,12.5
2023-06-23,19.01,17.3,21.1,4.36,0,29.6,4.95,0,10.2
2023-06-27,18.11,16.1,20.5,2.49,0,15.3,6.6,4.7,12.1
2023-06-28,18.44,16.8,20.6,0.01,0,0.1,6.6875,0,13.2
2023-06-29,20.759999999999998,19.3,21.8,2.15,0,5.2,6.1875,0,14.6
2023-06-30,18.79,17.9,19.7,3.3800000000000003,0,18.1,4.7875,1.1,9.1
2023-07-03,18.033333333333335,15.3,20,0.72,0,4.8,5.9,3.6,11.5
2023-07-04,18.633333333333333,14,21.2,3.23,0,12.7,8.942857142857143,6.3,13
2023-07-05,17.633333333333333,15.2,19.8,2.7333333333333334,0,12.2,5.214285714285714,2,8.7
2023-07-06,18,15.9,20.1,0.12,0,1.2,11.971428571428572,8.4,14.4
2023-07-07,21.27777777777778,19.7,23.2,0,0,0,15.142857142857142,14.6,15.7
2023-07-10,23.18888888888889,20.3,25.8,0.51,0,2.7,8.67142857142857,7,10.4
2023-07-11,24.92222222222222,22.5,27.1,5.5200000000000005,0,14.4,13.085714285714285,11.6,14.8
2023-07-12,21.844444444444445,18.2,25.1,2.46,0,16.6,6.642857142857143,3.2,10.2
2023-07-13,19.2,16.3,21.2,1.12,0,5.9,7.314285714285714,4.5,11
2023-07-14,21.11111111111111,19,22.8,0.02,0,0.2,10.457142857142857,6.8,13.4
2023-07-17,20.08888888888889,17,22.8,0.98,0,4,8.785714285714286,5.8,12.2
2023-07-18,19.61111111111111,16.4,23.1,0.22,0,1.4,11.157142857142857,7.4,14.4
2023-07-19,19.77777777777778,15.9,24.1,1.8399999999999999,0,6.2,6.214285714285714,1.9,12
2023-07-20,18.322222222222223,15.6,21.1,0.7,0,3.6,7.614285714285714,4.5,10.9
2023-07-21,16.966666666666665,15.8,18.2,3.25,0,10.2,5.185714285714286,1.9,8.4
2023-07-24,19.755555555555556,18.1,22.3,8.88,1.4,22.7,3.4571428571428573,1.8,5.3
2023-07-25,15.977777777777778,14.6,17.9,5.93,0,20.2,4.328571428571428,0.6,9.8
2023-07-26,15.166666666666666,13.1,16.7,5.1499999999999995,0.4,20.7,6.442857142857143,2.8,8.9
2023-07-27,16,14.4,17,11.49,0,23.8,1.3285714285714285,0,5
2023-07-28,19.38888888888889,18.1,20.6,4.75,0,11,2.685714285714286,1.3,5.7
2023-07-31,18.07777777777778,15.9,19.9,15.01,1.2,43.1,1.3,0,6.5
2023-08-01,17.61111111111111,16.6,18.2,4.9799999999999995,0.8,12.1,3.3714285714285714,2.5,4.6
2023-08-02,17.655555555555555,16.2,19.1,10,1.6,19.4,2.2714285714285714,0.7,5.8
2023-08-03,18.355555555555554,17.1,19.8,2.5,0,6.1,4.214285714285714,0.2,10
2023-08-04,17.3,16.4,18.8,2.88,0,7.9,3.642857142857143,1.5,5.4
2023-08-07,14.666666666666666,12.3,16.5,2.3,0,7.2,3.1714285714285713,2,4.8
2023-08-08,15.5,13.9,16.7,5.17,0.2,17.4,5.542857142857143,1.5,10
2023-08-09,15.833333333333334,14.3,17.1,1.6300000000000001,0,5.9,5.957142857142857,0.9,8.6
2023-08-10,16.844444444444445,14.9,18.6,0,0,0,12.028571428571428,9,13.8
2023-08-11,20.81111111111111,19,22.3,1.64,0,6.6,11.142857142857142,5.6,13.8
2023-08-14,22.22222222222222,19.9,24.4,3.63,0,21.2,9.428571428571429,7.2,11.3
2023-08-15,22.622222222222224,21.1,24.6,1.44,0,5.8,6.871428571428572,3.6,9.3
2023-08-16,21.344444444444445,17.9,23.4,8.81,0,38.8,6.214285714285714,1.9,13.2
2023-08-17,20.366666666666667,16.5,23.4,7.52,0,55.8,4.442857142857143,0,10
2023-08-18,22.655555555555555,20,24.8,0,0,0,10.071428571428571,7.5,12.8
2023-08-21,22.877777777777776,18.7,26.1,0,0,0,11.842857142857143,10.5,13.2
2023-08-22,22.322222222222223,19.7,26.8,0,0,0,9.885714285714286,7.5,12.7
2023-08-23,21.48888888888889,18.9,26.3,0.18,0,0.9,11.157142857142857,8,13.3
2023-08-24,21.855555555555554,20.1,26.1,1.69,0,7,7.8,3.6,11
2023-08-25,21.633333333333333,19.2,24,12.01,0,30.8,3.085714285714286,0.2,7.2
2023-08-28,15.055555555555555,13.5,16.6,5.76,0,41.6,3.3714285714285714,0,8.7
2023-08-29,14.366666666666667,11.9,16.2,4.47,0,16,2.7285714285714286,0,6.8
2023-08-30,15.1,14.1,16.6,3.2600000000000002,0,10.4,3.5285714285714285,2.5,5.6
2023-08-31,14.566666666666666,12.3,15.9,1.79,0.1,4.4,5.214285714285714,1.9,8.3
2023-09-01,16.11111111111111,14,18.6,3.94,0,11.4,4.914285714285715,0.3,10.6
2023-09-04,18.288888888888888,16.8,20,0,0,0,12.471428571428572,12,12.9
2023-09-05,20.677777777777777,18.4,23.6,0,0,0,12.6,12.4,12.9
2023-09-06,20.91111111111111,18.3,22.6,0,0,0,12.557142857142857,12.2,12.8
2023-09-07,21.11111111111111,19.1,22,0,0,0,12.442857142857143,12.1,12.7
2023-09-08,21.333333333333332,19.5,22.5,0,0,0,12.27142857142857,12,12.6
2023-09-11,22.633333333333333,21.3,24.1,0.14444444444444446,0,0.9,11.157142857142857,10.1,12.2
2023-09-12,21.5,19.2,22.8,5.855555555555555,0,21.1,7.071428571428571,2.1,11.2
2023-09-13,17.88888888888889,14.4,19.8,3.8099999999999996,0,19.9,1.8285714285714285,0.4,3.8
2023-09-14,14.9,12.2,17.6,0,0,0,5.814285714285714,3.9,8.1
2023-09-15,16.366666666666667,14.5,18.1,0,0,0,10.6,8.3,11.7
2023-09-18,19.88888888888889,18,21.2,2.77,0.5,11.1,4.357142857142857,2.6,6
2023-09-19,17.54,16.7,18.4,0.09000000000000001,0,0.8,6.385714285714285,3.4,9.7
2023-09-20,18.83,17.1,19.6,0,0,0,8.257142857142858,5.9,12
2023-09-21,19.25,17.4,21.5,6.38,0,22.2,6.3428571428571425,1.1,10.7
2023-09-22,15.04,13.5,16.8,3.33,0.1,12.8,2.4571428571428573,0,5
2023-09-25,14.43,13.2,15.9,0,0,0,10,7.9,11.7
2023-09-26,15.92,14.6,17.6,0,0,0,9.27142857142857,7.8,11.4
2023-09-27,17.580000000000002,15.9,19.3,0.01,0,0.1,8.757142857142858,6.9,11.1
2023-09-28,18.419999999999998,16.8,19.7,0,0,0,8.214285714285714,2,11.1
2023-09-29,18.62,17.3,20.1,0.59,0,3,4.128571428571429,1.2,10.8
2023-10-02,18.41,17,20.2,0,0,0,8.1,3.2,11.1
2023-10-04,13.41,11.9,14.4,0.04,0,0.4,5.128571428571428,2.4,8.9
2023-10-05,12.83,10.4,14.3,1.85,0,9.4,3.8857142857142857,0.6,6.3
2023-10-06,13.84,11.3,15.5,1.04,0,9.8,6.585714285714285,0,10.3
2023-10-09,14.73,10.2,17.7,2.3875,0,12.6,0.5285714285714286,0,1.2
2023-10-10,16,14.2,17.3,0.075,0,0.6,5.671428571428572,1.1,9.8
2023-10-11,18.11,16.3,20.4,2.2375000000000003,0,15.3,6.557142857142857,0.6,10.1
2023-10-12,16.16,12.4,20,2.2,0,4.3,1.9714285714285713,0,5.6
2023-10-13,19.04,17.1,20.2,4.35,0,14.1,3.1571428571428575,0,9.8
2023-10-16,6.14,4,7.6,0.13,0,1.2,5.185714285714286,1.4,10.4
2023-10-17,6.68,4.2,8.2,0,0,0,4.328571428571428,1.1,7.4
2023-10-18,7.74,6.5,10.1,6.53,0,18.2,6.1000000000000005,4.7,8.3
2023-10-19,10.879999999999999,6.8,15.1,4.74,0.2,12.8,0.8,0,2
2023-10-20,11.19,6,14.5,10.79,0,27,0.34285714285714286,0,2.2
2023-10-23,10.36,8.2,12.5,1.27,0,4.5,3.9,0.2,7.2
2023-10-24,11.45,10.6,12.6,5.7299999999999995,0.2,12.7,0.6285714285714286,0,2.1
2023-10-25,10.75,9.8,12.6,6.8100000000000005,0,15.3,3.542857142857143,0,7.4
2023-10-26,10.76,10,11.8,3.34,0,17.2,0.21428571428571427,0,0.5
2023-10-27,10.1,8.9,11.4,6.65,1.1,14.9,0.7285714285714285,0,3.1
2023-10-30,12.68,11.5,14.5,6.74,1.8,10.4,3.3285714285714287,0.8,5.6
2023-10-31,10.809999999999999,8.6,12.2,2.95,0,10.2,1.0285714285714285,0.2,2.4
2023-11-01,11.41,9.4,12.9,0.3,0,1.3,2.3857142857142857,0,8.2
2023-11-02,10.53,8.2,12.6,4.12,0,14.2,1.457142857142857,0,3.6
2023-11-03,8.52,5.9,10,0.3,0,2.9,1.2142857142857142,0,3.1
2023-11-06,10.33,9.3,11.4,0.54,0,1.6,2.8714285714285714,0.5,5.9
2023-11-07,8.92,7,10.1,0.79,0,2.8,1.5285714285714287,0.9,2.7
2023-11-08,8.49,6.8,9.5,3.44,0,14.7,2.257142857142857,0.6,4.4
2023-11-09,8.5,6.6,9.8,2.56,0,8.3,1.8142857142857143,0,6
